date,outbreak_group,outbreak_subgroup,number_ongoing_outbreaks
2020-12-15,3 Education,8 School - Secondary,34
2020-12-15,3 Education,9 School - Elementary/Secondary,5
2020-12-15,4 Workplace,12 Workplace - Farm,6
2020-12-15,4 Workplace,13 Workplace - Food Processing,20
2020-12-15,4 Workplace,14 Workplace - Other,156
2020-12-15,4 Workplace,15 Retail,29
2020-12-15,4 Workplace,16 Medical/Health Service,9
2020-12-15,5 Recreational,17 Bar/restaurant/nightclub,21
2020-12-15,5 Recreational,19 Recreational fitness,10
2020-12-15,5 Recreational,20 Personal service settings,3
2020-12-15,5 Recreational,21 Other recreation,19
2020-12-15,6 Other/Unknown,23 Other,22
2020-12-15,6 Other/Unknown,24 Unknown,2
2020-12-16,1 Congregate Care,1 Long-Term Care Homes,143
2020-12-16,1 Congregate Care,2 Hospitals,44
2020-12-16,1 Congregate Care,3 Retirement Homes,84
2020-12-16,2 Congregate Living,22 Congregate other,21
2020-12-16,2 Congregate Living,4 Group Home/Supportive Housing,49
2020-12-16,2 Congregate Living,5 Correctional Facility,7
2020-12-16,2 Congregate Living,6 Shelter,5
2020-12-16,3 Education,10 School - Post-Secondary,4
2020-12-16,3 Education,11 Child care,52
2020-12-16,3 Education,7 School - Elementary,95
2020-12-16,3 Education,8 School - Secondary,34
2020-12-16,3 Education,9 School - Elementary/Secondary,5
2020-12-16,4 Workplace,12 Workplace - Farm,9
2020-12-16,4 Workplace,13 Workplace - Food Processing,31
2020-12-16,4 Workplace,14 Workplace - Other,162
2020-12-16,4 Workplace,15 Retail,31
2020-12-16,4 Workplace,16 Medical/Health Service,9
2020-12-16,5 Recreational,17 Bar/restaurant/nightclub,20
2020-12-16,5 Recreational,19 Recreational fitness,11
2020-12-16,5 Recreational,20 Personal service settings,3
2020-12-16,5 Recreational,21 Other recreation,20
2020-12-16,6 Other/Unknown,23 Other,14
2020-12-16,6 Other/Unknown,24 Unknown,1
2020-12-17,1 Congregate Care,1 Long-Term Care Homes,143
2020-12-17,1 Congregate Care,2 Hospitals,42
2020-12-17,1 Congregate Care,3 Retirement Homes,86
2020-12-17,2 Congregate Living,22 Congregate other,23
2020-12-17,2 Congregate Living,4 Group Home/Supportive Housing,48
2020-12-17,2 Congregate Living,5 Correctional Facility,7
2020-12-17,2 Congregate Living,6 Shelter,6
2020-12-17,3 Education,10 School - Post-Secondary,4
2020-12-17,3 Education,11 Child care,51
2020-12-17,3 Education,7 School - Elementary,96
2020-12-17,3 Education,8 School - Secondary,33
2020-12-17,3 Education,9 School - Elementary/Secondary,5
2020-12-17,4 Workplace,12 Workplace - Farm,9
2020-12-17,4 Workplace,13 Workplace - Food Processing,31
2020-12-17,4 Workplace,14 Workplace - Other,161
2020-12-17,4 Workplace,15 Retail,32
2020-12-17,4 Workplace,16 Medical/Health Service,9
2020-12-17,5 Recreational,17 Bar/restaurant/nightclub,19
2020-12-17,5 Recreational,19 Recreational fitness,11
2020-12-17,5 Recreational,20 Personal service settings,3
2020-12-17,5 Recreational,21 Other recreation,20
2020-12-17,6 Other/Unknown,23 Other,19
2020-12-17,6 Other/Unknown,24 Unknown,1
2020-12-18,1 Congregate Care,1 Long-Term Care Homes,150
2020-12-18,1 Congregate Care,2 Hospitals,47
2020-12-18,1 Congregate Care,3 Retirement Homes,83
2020-12-18,2 Congregate Living,22 Congregate other,18
2020-12-18,2 Congregate Living,4 Group Home/Supportive Housing,51
2020-12-18,2 Congregate Living,5 Correctional Facility,7
2020-12-18,2 Congregate Living,6 Shelter,6
2020-12-18,3 Education,10 School - Post-Secondary,4
2020-12-18,3 Education,11 Child care,50
2020-12-18,3 Education,7 School - Elementary,98
2020-12-18,3 Education,8 School - Secondary,33
2020-12-18,3 Education,9 School - Elementary/Secondary,5
2020-12-18,4 Workplace,12 Workplace - Farm,9
2020-12-18,4 Workplace,13 Workplace - Food Processing,31
2020-12-18,4 Workplace,14 Workplace - Other,166
2020-12-18,4 Workplace,15 Retail,32
2020-12-18,4 Workplace,16 Medical/Health Service,8
2020-12-18,5 Recreational,17 Bar/restaurant/nightclub,19
2020-12-18,5 Recreational,19 Recreational fitness,11
2020-12-18,5 Recreational,20 Personal service settings,3
2020-12-18,5 Recreational,21 Other recreation,20
2020-12-18,6 Other/Unknown,23 Other,21
2020-12-18,6 Other/Unknown,24 Unknown,6
2020-12-19,1 Congregate Care,1 Long-Term Care Homes,156
2020-12-19,1 Congregate Care,2 Hospitals,51
2020-12-19,1 Congregate Care,3 Retirement Homes,86
2020-12-19,2 Congregate Living,22 Congregate other,17
2020-12-19,2 Congregate Living,4 Group Home/Supportive Housing,51
2020-12-19,2 Congregate Living,5 Correctional Facility,8
2020-12-19,2 Congregate Living,6 Shelter,6
2020-12-19,3 Education,10 School - Post-Secondary,5
2020-12-19,3 Education,11 Child care,51
2020-12-19,3 Education,7 School - Elementary,97
2020-12-19,3 Education,8 School - Secondary,34
2020-12-19,3 Education,9 School - Elementary/Secondary,4
2020-12-19,4 Workplace,12 Workplace - Farm,9
2020-12-19,4 Workplace,13 Workplace - Food Processing,30
2020-12-19,4 Workplace,14 Workplace - Other,169
2020-12-19,4 Workplace,15 Retail,31
2020-12-19,4 Workplace,16 Medical/Health Service,8
2020-12-19,5 Recreational,17 Bar/restaurant/nightclub,16
2020-12-19,5 Recreational,19 Recreational fitness,11
2020-12-19,5 Recreational,20 Personal service settings,3
2020-12-19,5 Recreational,21 Other recreation,20
2020-12-19,6 Other/Unknown,23 Other,28
2020-12-19,6 Other/Unknown,24 Unknown,8
2020-12-20,1 Congregate Care,1 Long-Term Care Homes,162
2020-12-20,1 Congregate Care,2 Hospitals,52
2020-12-20,1 Congregate Care,3 Retirement Homes,90
2020-12-20,2 Congregate Living,22 Congregate other,17
2020-12-20,2 Congregate Living,4 Group Home/Supportive Housing,51
2020-12-20,2 Congregate Living,5 Correctional Facility,8
2020-12-20,2 Congregate Living,6 Shelter,6
2020-12-20,3 Education,10 School - Post-Secondary,4
2020-12-20,3 Education,11 Child care,48
2020-12-20,3 Education,7 School - Elementary,98
2020-12-20,3 Education,8 School - Secondary,35
2020-12-20,3 Education,9 School - Elementary/Secondary,3
2020-12-20,4 Workplace,12 Workplace - Farm,8
2020-12-20,4 Workplace,13 Workplace - Food Processing,28
2020-12-20,4 Workplace,14 Workplace - Other,165
2020-12-20,4 Workplace,15 Retail,31
2020-12-20,4 Workplace,16 Medical/Health Service,8
2020-12-20,5 Recreational,17 Bar/restaurant/nightclub,16
2020-12-20,5 Recreational,19 Recreational fitness,12
2020-12-20,5 Recreational,20 Personal service settings,3
2020-12-20,5 Recreational,21 Other recreation,20
2020-12-20,6 Other/Unknown,23 Other,32
2020-12-20,6 Other/Unknown,24 Unknown,9
2020-12-21,1 Congregate Care,1 Long-Term Care Homes,168
2020-12-21,1 Congregate Care,2 Hospitals,52
2020-12-21,1 Congregate Care,3 Retirement Homes,94
2020-12-21,2 Congregate Living,22 Congregate other,17
2020-12-21,2 Congregate Living,4 Group Home/Supportive Housing,49
2020-12-21,2 Congregate Living,5 Correctional Facility,8
2020-12-21,2 Congregate Living,6 Shelter,6
2020-12-21,3 Education,10 School - Post-Secondary,4
2020-12-21,3 Education,11 Child care,49
2020-12-21,3 Education,7 School - Elementary,96
2020-12-21,3 Education,8 School - Secondary,37
2020-12-21,3 Education,9 School - Elementary/Secondary,3
2020-12-21,4 Workplace,12 Workplace - Farm,8
2020-12-21,4 Workplace,13 Workplace - Food Processing,27
2020-12-21,4 Workplace,14 Workplace - Other,165
2020-12-21,4 Workplace,15 Retail,29
2020-12-21,4 Workplace,16 Medical/Health Service,8
2020-12-21,5 Recreational,17 Bar/restaurant/nightclub,16
2020-12-21,5 Recreational,19 Recreational fitness,11
2020-12-21,5 Recreational,20 Personal service settings,3
2020-12-21,5 Recreational,21 Other recreation,20
2020-12-21,6 Other/Unknown,23 Other,34
2020-12-21,6 Other/Unknown,24 Unknown,9
2020-12-22,1 Congregate Care,1 Long-Term Care Homes,173
2020-12-22,1 Congregate Care,2 Hospitals,53
2020-12-22,1 Congregate Care,3 Retirement Homes,96
2020-12-22,2 Congregate Living,22 Congregate other,19
2020-12-22,2 Congregate Living,4 Group Home/Supportive Housing,49
2020-12-22,2 Congregate Living,5 Correctional Facility,8
2020-12-22,2 Congregate Living,6 Shelter,6
2020-12-22,3 Education,10 School - Post-Secondary,4
2020-12-22,3 Education,11 Child care,48
2020-12-22,3 Education,7 School - Elementary,94
2020-12-22,3 Education,8 School - Secondary,38
2020-12-22,3 Education,9 School - Elementary/Secondary,3
2020-12-22,4 Workplace,12 Workplace - Farm,8
2020-12-22,4 Workplace,13 Workplace - Food Processing,26
2020-12-22,4 Workplace,14 Workplace - Other,165
2020-12-22,4 Workplace,15 Retail,30
2020-12-22,4 Workplace,16 Medical/Health Service,9
2020-12-22,5 Recreational,17 Bar/restaurant/nightclub,18
2020-12-22,5 Recreational,19 Recreational fitness,11
2020-12-22,5 Recreational,20 Personal service settings,3
2020-12-22,5 Recreational,21 Other recreation,22
2020-12-22,6 Other/Unknown,23 Other,31
2020-12-22,6 Other/Unknown,24 Unknown,6
2020-12-23,1 Congregate Care,1 Long-Term Care Homes,173
2020-12-23,1 Congregate Care,2 Hospitals,52
2020-12-23,1 Congregate Care,3 Retirement Homes,101
2020-12-23,2 Congregate Living,22 Congregate other,15
2020-12-23,2 Congregate Living,4 Group Home/Supportive Housing,48
2020-12-23,2 Congregate Living,5 Correctional Facility,8
2020-12-23,2 Congregate Living,6 Shelter,8
2020-12-23,3 Education,10 School - Post-Secondary,4
2020-12-23,3 Education,11 Child care,49
2020-12-23,3 Education,7 School - Elementary,97
2020-12-23,3 Education,8 School - Secondary,40
2020-12-23,3 Education,9 School - Elementary/Secondary,3
2020-12-23,4 Workplace,12 Workplace - Farm,10
2020-12-23,4 Workplace,13 Workplace - Food Processing,32
2020-12-23,4 Workplace,14 Workplace - Other,171
2020-12-23,4 Workplace,15 Retail,38
2020-12-23,4 Workplace,16 Medical/Health Service,10
2020-12-23,5 Recreational,17 Bar/restaurant/nightclub,17
2020-12-23,5 Recreational,19 Recreational fitness,11
2020-12-23,5 Recreational,20 Personal service settings,2
2020-12-23,5 Recreational,21 Other recreation,21
2020-12-23,6 Other/Unknown,23 Other,9
2020-12-23,6 Other/Unknown,24 Unknown,10
2020-12-24,1 Congregate Care,1 Long-Term Care Homes,173
2020-12-24,1 Congregate Care,2 Hospitals,52
2020-12-24,1 Congregate Care,3 Retirement Homes,103
2020-12-24,2 Congregate Living,22 Congregate other,15
2020-12-24,2 Congregate Living,4 Group Home/Supportive Housing,57
2020-12-24,2 Congregate Living,5 Correctional Facility,8
2020-12-24,2 Congregate Living,6 Shelter,9
2020-12-24,3 Education,10 School - Post-Secondary,4
2020-12-24,3 Education,11 Child care,51
2020-12-24,3 Education,7 School - Elementary,99
2020-12-24,3 Education,8 School - Secondary,39
2020-12-24,3 Education,9 School - Elementary/Secondary,4
2020-12-24,4 Workplace,12 Workplace - Farm,10
2020-12-24,4 Workplace,13 Workplace - Food Processing,30
2020-12-24,4 Workplace,14 Workplace - Other,166
2020-12-24,4 Workplace,15 Retail,39
2020-12-24,4 Workplace,16 Medical/Health Service,8
2020-12-24,5 Recreational,17 Bar/restaurant/nightclub,16
2020-12-24,5 Recreational,19 Recreational fitness,11
2020-12-24,5 Recreational,20 Personal service settings,2
2020-12-24,5 Recreational,21 Other recreation,24
2020-12-24,6 Other/Unknown,23 Other,10
2020-12-24,6 Other/Unknown,24 Unknown,7
2020-12-25,1 Congregate Care,1 Long-Term Care Homes,174
2020-12-25,1 Congregate Care,2 Hospitals,53
2020-12-25,1 Congregate Care,3 Retirement Homes,103
2020-12-25,2 Congregate Living,22 Congregate other,14
2020-12-25,2 Congregate Living,4 Group Home/Supportive Housing,57
2020-12-25,2 Congregate Living,5 Correctional Facility,8
2020-12-25,2 Congregate Living,6 Shelter,9
2020-12-25,3 Education,10 School - Post-Secondary,4
2020-12-25,3 Education,11 Child care,52
2020-12-25,3 Education,7 School - Elementary,96
2020-12-25,3 Education,8 School - Secondary,37
2020-12-25,3 Education,9 School - Elementary/Secondary,5
2020-12-25,4 Workplace,12 Workplace - Farm,10
2020-12-25,4 Workplace,13 Workplace - Food Processing,29
2020-12-25,4 Workplace,14 Workplace - Other,162
2020-12-25,4 Workplace,15 Retail,40
2020-12-25,4 Workplace,16 Medical/Health Service,9
2020-12-25,5 Recreational,17 Bar/restaurant/nightclub,16
2020-12-25,5 Recreational,19 Recreational fitness,10
2020-12-25,5 Recreational,20 Personal service settings,2
2020-12-25,5 Recreational,21 Other recreation,22
2020-12-25,6 Other/Unknown,23 Other,12
2020-12-25,6 Other/Unknown,24 Unknown,8
2020-12-26,1 Congregate Care,1 Long-Term Care Homes,181
2020-12-26,1 Congregate Care,2 Hospitals,53
2020-12-26,1 Congregate Care,3 Retirement Homes,99
2020-12-26,2 Congregate Living,22 Congregate other,15
2020-12-26,2 Congregate Living,4 Group Home/Supportive Housing,56
2020-12-26,2 Congregate Living,5 Correctional Facility,8
2020-12-26,2 Congregate Living,6 Shelter,10
2020-12-26,3 Education,10 School - Post-Secondary,5
2020-12-26,3 Education,11 Child care,53
2020-12-26,3 Education,7 School - Elementary,98
2020-12-26,3 Education,8 School - Secondary,38
2020-12-26,3 Education,9 School - Elementary/Secondary,5
2020-12-26,4 Workplace,12 Workplace - Farm,10
2020-12-26,4 Workplace,13 Workplace - Food Processing,28
2020-12-26,4 Workplace,14 Workplace - Other,162
2020-12-26,4 Workplace,15 Retail,40
2020-12-26,4 Workplace,16 Medical/Health Service,10
2020-12-26,5 Recreational,17 Bar/restaurant/nightclub,16
2020-12-26,5 Recreational,19 Recreational fitness,10
2020-12-26,5 Recreational,20 Personal service settings,2
2020-12-26,5 Recreational,21 Other recreation,22
2020-12-26,6 Other/Unknown,23 Other,13
2020-12-26,6 Other/Unknown,24 Unknown,9
2020-12-27,1 Congregate Care,1 Long-Term Care Homes,186
2020-12-27,1 Congregate Care,2 Hospitals,54
2020-12-27,1 Congregate Care,3 Retirement Homes,98
2020-12-27,2 Congregate Living,22 Congregate other,13
2020-12-27,2 Congregate Living,4 Group Home/Supportive Housing,57
2020-12-27,2 Congregate Living,5 Correctional Facility,8
2020-12-27,2 Congregate Living,6 Shelter,9
2020-12-27,3 Education,10 School - Post-Secondary,5
2020-12-27,3 Education,11 Child care,55
2020-12-27,3 Education,7 School - Elementary,98
2020-12-27,3 Education,8 School - Secondary,38
2020-12-27,3 Education,9 School - Elementary/Secondary,5
2020-12-27,4 Workplace,12 Workplace - Farm,10
2020-12-27,4 Workplace,13 Workplace - Food Processing,28
2020-12-27,4 Workplace,14 Workplace - Other,164
2020-12-27,4 Workplace,15 Retail,40
2020-12-27,4 Workplace,16 Medical/Health Service,10
2020-12-27,5 Recreational,17 Bar/restaurant/nightclub,17
2020-12-27,5 Recreational,19 Recreational fitness,10
2020-12-27,5 Recreational,20 Personal service settings,2
2020-12-27,5 Recreational,21 Other recreation,22
2020-12-27,6 Other/Unknown,23 Other,15
2020-12-27,6 Other/Unknown,24 Unknown,10
2020-12-28,1 Congregate Care,1 Long-Term Care Homes,195
2020-12-28,1 Congregate Care,2 Hospitals,54
2020-12-28,1 Congregate Care,3 Retirement Homes,104
2020-12-28,2 Congregate Living,22 Congregate other,12
2020-12-28,2 Congregate Living,4 Group Home/Supportive Housing,58
2020-12-28,2 Congregate Living,5 Correctional Facility,8
2020-12-28,2 Congregate Living,6 Shelter,12
2020-12-28,3 Education,10 School - Post-Secondary,4
2020-12-28,3 Education,11 Child care,54
2020-12-28,3 Education,7 School - Elementary,97
2020-12-28,3 Education,8 School - Secondary,39
2020-12-28,3 Education,9 School - Elementary/Secondary,6
2020-12-28,4 Workplace,12 Workplace - Farm,10
2020-12-28,4 Workplace,13 Workplace - Food Processing,28
2020-12-28,4 Workplace,14 Workplace - Other,163
2020-12-28,4 Workplace,15 Retail,39
2020-12-28,4 Workplace,16 Medical/Health Service,10
2020-12-28,5 Recreational,17 Bar/restaurant/nightclub,17
2020-12-28,5 Recreational,19 Recreational fitness,10
2020-12-28,5 Recreational,20 Personal service settings,2
2020-12-28,5 Recreational,21 Other recreation,22
2020-12-28,6 Other/Unknown,23 Other,19
2020-12-28,6 Other/Unknown,24 Unknown,12
2020-12-29,1 Congregate Care,1 Long-Term Care Homes,199
2020-12-29,1 Congregate Care,2 Hospitals,52
2020-12-29,1 Congregate Care,3 Retirement Homes,106
2020-12-29,2 Congregate Living,22 Congregate other,12
2020-12-29,2 Congregate Living,4 Group Home/Supportive Housing,62
2020-12-29,2 Congregate Living,5 Correctional Facility,8
2020-12-29,2 Congregate Living,6 Shelter,13
2020-12-29,3 Education,10 School - Post-Secondary,4
2020-12-29,3 Education,11 Child care,56
2020-12-29,3 Education,7 School - Elementary,94
2020-12-29,3 Education,8 School - Secondary,38
2020-12-29,3 Education,9 School - Elementary/Secondary,6
2020-12-29,4 Workplace,12 Workplace - Farm,10
2020-12-29,4 Workplace,13 Workplace - Food Processing,28
2020-12-29,4 Workplace,14 Workplace - Other,159
2020-12-29,4 Workplace,15 Retail,36
2020-12-29,4 Workplace,16 Medical/Health Service,10
2020-12-29,5 Recreational,17 Bar/restaurant/nightclub,19
2020-12-29,5 Recreational,19 Recreational fitness,10
2020-12-29,5 Recreational,20 Personal service settings,2
2020-12-29,5 Recreational,21 Other recreation,21
2020-12-29,6 Other/Unknown,23 Other,24
2020-12-29,6 Other/Unknown,24 Unknown,14
2020-12-30,1 Congregate Care,1 Long-Term Care Homes,200
2020-12-30,1 Congregate Care,2 Hospitals,52
2020-12-30,1 Congregate Care,3 Retirement Homes,111
2020-12-30,2 Congregate Living,22 Congregate other,11
2020-12-30,2 Congregate Living,4 Group Home/Supportive Housing,65
2020-12-30,2 Congregate Living,5 Correctional Facility,8
2020-12-30,2 Congregate Living,6 Shelter,13
2020-12-30,3 Education,10 School - Post-Secondary,4
2020-12-30,3 Education,11 Child care,56
2020-12-30,3 Education,7 School - Elementary,93
2020-12-30,3 Education,8 School - Secondary,38
2020-12-30,3 Education,9 School - Elementary/Secondary,7
2020-12-30,4 Workplace,12 Workplace - Farm,10
2020-12-30,4 Workplace,13 Workplace - Food Processing,24
2020-12-30,4 Workplace,14 Workplace - Other,154
2020-12-30,4 Workplace,15 Retail,33
2020-12-30,4 Workplace,16 Medical/Health Service,11
2020-12-30,5 Recreational,17 Bar/restaurant/nightclub,19
2020-12-30,5 Recreational,19 Recreational fitness,9
2020-12-30,5 Recreational,20 Personal service settings,2
2020-12-30,5 Recreational,21 Other recreation,21
2020-12-30,6 Other/Unknown,23 Other,25
2020-12-30,6 Other/Unknown,24 Unknown,13
2020-12-31,1 Congregate Care,1 Long-Term Care Homes,204
2020-12-31,1 Congregate Care,2 Hospitals,53
2020-12-31,1 Congregate Care,3 Retirement Homes,109
2020-12-31,2 Congregate Living,22 Congregate other,12
2020-12-31,2 Congregate Living,4 Group Home/Supportive Housing,69
2020-12-31,2 Congregate Living,5 Correctional Facility,8
2020-12-31,2 Congregate Living,6 Shelter,13
2020-12-31,3 Education,10 School - Post-Secondary,3
2020-12-31,3 Education,11 Child care,59
2020-12-31,3 Education,7 School - Elementary,85
2020-12-31,3 Education,8 School - Secondary,32
2020-12-31,3 Education,9 School - Elementary/Secondary,7
2020-12-31,4 Workplace,12 Workplace - Farm,10
2020-12-31,4 Workplace,13 Workplace - Food Processing,23
2020-12-31,4 Workplace,14 Workplace - Other,150
2020-12-31,4 Workplace,15 Retail,34
2020-12-31,4 Workplace,16 Medical/Health Service,11
2020-12-31,5 Recreational,17 Bar/restaurant/nightclub,20
2020-12-31,5 Recreational,19 Recreational fitness,10
2020-12-31,5 Recreational,20 Personal service settings,2
2020-12-31,5 Recreational,21 Other recreation,20
2020-12-31,6 Other/Unknown,23 Other,32
2020-12-31,6 Other/Unknown,24 Unknown,13
2021-01-01,1 Congregate Care,1 Long-Term Care Homes,212
2021-01-01,1 Congregate Care,2 Hospitals,52
2021-01-01,1 Congregate Care,3 Retirement Homes,117
2021-01-01,2 Congregate Living,22 Congregate other,12
2021-01-01,2 Congregate Living,4 Group Home/Supportive Housing,73
2021-01-01,2 Congregate Living,5 Correctional Facility,8
2021-01-01,2 Congregate Living,6 Shelter,13
2021-01-01,3 Education,10 School - Post-Secondary,2
2021-01-01,3 Education,11 Child care,61
2021-01-01,3 Education,7 School - Elementary,81
2021-01-01,3 Education,8 School - Secondary,30
2021-01-01,3 Education,9 School - Elementary/Secondary,7
2021-01-01,4 Workplace,12 Workplace - Farm,13
2021-01-01,4 Workplace,13 Workplace - Food Processing,29
2021-01-01,4 Workplace,14 Workplace - Other,158
2021-01-01,4 Workplace,15 Retail,42
2021-01-01,4 Workplace,16 Medical/Health Service,12
2021-01-01,5 Recreational,17 Bar/restaurant/nightclub,20
2021-01-01,5 Recreational,19 Recreational fitness,12
2021-01-01,5 Recreational,20 Personal service settings,2
2021-01-01,5 Recreational,21 Other recreation,20
2021-01-01,6 Other/Unknown,23 Other,13
2021-01-01,6 Other/Unknown,24 Unknown,2
2021-01-02,1 Congregate Care,1 Long-Term Care Homes,216
2021-01-02,1 Congregate Care,2 Hospitals,55
2021-01-02,1 Congregate Care,3 Retirement Homes,120
2021-01-02,2 Congregate Living,22 Congregate other,12
2021-01-02,2 Congregate Living,4 Group Home/Supportive Housing,75
2021-01-02,2 Congregate Living,5 Correctional Facility,6
2021-01-02,2 Congregate Living,6 Shelter,13
2021-01-02,3 Education,10 School - Post-Secondary,2
2021-01-02,3 Education,11 Child care,63
2021-01-02,3 Education,7 School - Elementary,83
2021-01-02,3 Education,8 School - Secondary,30
2021-01-02,3 Education,9 School - Elementary/Secondary,7
2021-01-02,4 Workplace,12 Workplace - Farm,14
2021-01-02,4 Workplace,13 Workplace - Food Processing,29
2021-01-02,4 Workplace,14 Workplace - Other,159
2021-01-02,4 Workplace,15 Retail,39
2021-01-02,4 Workplace,16 Medical/Health Service,11
2021-01-02,5 Recreational,17 Bar/restaurant/nightclub,20
2021-01-02,5 Recreational,19 Recreational fitness,12
2021-01-02,5 Recreational,20 Personal service settings,2
2021-01-02,5 Recreational,21 Other recreation,20
2021-01-02,6 Other/Unknown,23 Other,15
2021-01-02,6 Other/Unknown,24 Unknown,3
2021-01-03,1 Congregate Care,1 Long-Term Care Homes,228
2021-01-03,1 Congregate Care,2 Hospitals,60
2021-01-03,1 Congregate Care,3 Retirement Homes,129
2021-01-03,2 Congregate Living,22 Congregate other,11
2021-01-03,2 Congregate Living,4 Group Home/Supportive Housing,72
2021-01-03,2 Congregate Living,5 Correctional Facility,6
2021-01-03,2 Congregate Living,6 Shelter,14
2021-01-03,3 Education,10 School - Post-Secondary,2
2021-01-03,3 Education,11 Child care,60
2021-01-03,3 Education,7 School - Elementary,78
2021-01-03,3 Education,8 School - Secondary,30
2021-01-03,3 Education,9 School - Elementary/Secondary,6
2021-01-03,4 Workplace,12 Workplace - Farm,13
2021-01-03,4 Workplace,13 Workplace - Food Processing,29
2021-01-03,4 Workplace,14 Workplace - Other,162
2021-01-03,4 Workplace,15 Retail,39
2021-01-03,4 Workplace,16 Medical/Health Service,11
2021-01-03,5 Recreational,17 Bar/restaurant/nightclub,22
2021-01-03,5 Recreational,19 Recreational fitness,12
2021-01-03,5 Recreational,20 Personal service settings,2
2021-01-03,5 Recreational,21 Other recreation,22
2021-01-03,6 Other/Unknown,23 Other,15
2021-01-03,6 Other/Unknown,24 Unknown,3
2021-01-04,1 Congregate Care,1 Long-Term Care Homes,233
2021-01-04,1 Congregate Care,2 Hospitals,62
2021-01-04,1 Congregate Care,3 Retirement Homes,136
2021-01-04,2 Congregate Living,22 Congregate other,11
2021-01-04,2 Congregate Living,4 Group Home/Supportive Housing,76
2021-01-04,2 Congregate Living,5 Correctional Facility,6
2021-01-04,2 Congregate Living,6 Shelter,15
2021-01-04,3 Education,10 School - Post-Secondary,2
2021-01-04,3 Education,11 Child care,58
2021-01-04,3 Education,7 School - Elementary,66
2021-01-04,3 Education,8 School - Secondary,25
2021-01-04,3 Education,9 School - Elementary/Secondary,6
2021-01-04,4 Workplace,12 Workplace - Farm,12
2021-01-04,4 Workplace,13 Workplace - Food Processing,28
2021-01-04,4 Workplace,14 Workplace - Other,161
2021-01-04,4 Workplace,15 Retail,40
2021-01-04,4 Workplace,16 Medical/Health Service,12
2021-01-04,5 Recreational,17 Bar/restaurant/nightclub,23
2021-01-04,5 Recreational,19 Recreational fitness,12
2021-01-04,5 Recreational,20 Personal service settings,2
2021-01-04,5 Recreational,21 Other recreation,22
2021-01-04,6 Other/Unknown,23 Other,15
2021-01-04,6 Other/Unknown,24 Unknown,6
2021-01-05,1 Congregate Care,1 Long-Term Care Homes,235
2021-01-05,1 Congregate Care,2 Hospitals,63
2021-01-05,1 Congregate Care,3 Retirement Homes,138
2021-01-05,2 Congregate Living,22 Congregate other,11
2021-01-05,2 Congregate Living,4 Group Home/Supportive Housing,73
2021-01-05,2 Congregate Living,5 Correctional Facility,6
2021-01-05,2 Congregate Living,6 Shelter,11
2021-01-05,3 Education,10 School - Post-Secondary,2
2021-01-05,3 Education,11 Child care,60
2021-01-05,3 Education,7 School - Elementary,57
2021-01-05,3 Education,8 School - Secondary,24
2021-01-05,3 Education,9 School - Elementary/Secondary,5
2021-01-05,4 Workplace,12 Workplace - Farm,12
2021-01-05,4 Workplace,13 Workplace - Food Processing,27
2021-01-05,4 Workplace,14 Workplace - Other,158
2021-01-05,4 Workplace,15 Retail,40
2021-01-05,4 Workplace,16 Medical/Health Service,10
2021-01-05,5 Recreational,17 Bar/restaurant/nightclub,24
2021-01-05,5 Recreational,19 Recreational fitness,12
2021-01-05,5 Recreational,20 Personal service settings,2
2021-01-05,5 Recreational,21 Other recreation,23
2021-01-05,6 Other/Unknown,23 Other,16
2021-01-05,6 Other/Unknown,24 Unknown,7
2021-01-06,1 Congregate Care,1 Long-Term Care Homes,229
2021-01-06,1 Congregate Care,2 Hospitals,65
2021-01-06,1 Congregate Care,3 Retirement Homes,134
2021-01-06,2 Congregate Living,22 Congregate other,8
2021-01-06,2 Congregate Living,4 Group Home/Supportive Housing,73
2021-01-06,2 Congregate Living,5 Correctional Facility,6
2021-01-06,2 Congregate Living,6 Shelter,13
2021-01-06,3 Education,10 School - Post-Secondary,2
2021-01-06,3 Education,11 Child care,61
2021-01-06,3 Education,7 School - Elementary,52
2021-01-06,3 Education,8 School - Secondary,23
2021-01-06,3 Education,9 School - Elementary/Secondary,4
2021-01-06,4 Workplace,12 Workplace - Farm,15
2021-01-06,4 Workplace,13 Workplace - Food Processing,25
2021-01-06,4 Workplace,14 Workplace - Other,145
2021-01-06,4 Workplace,15 Retail,48
2021-01-06,4 Workplace,16 Medical/Health Service,9
2021-01-06,5 Recreational,17 Bar/restaurant/nightclub,24
2021-01-06,5 Recreational,19 Recreational fitness,12
2021-01-06,5 Recreational,20 Personal service settings,2
2021-01-06,5 Recreational,21 Other recreation,22
2021-01-06,6 Other/Unknown,23 Other,9
2021-01-06,6 Other/Unknown,24 Unknown,6
2021-01-07,1 Congregate Care,1 Long-Term Care Homes,228
2021-01-07,1 Congregate Care,2 Hospitals,68
2021-01-07,1 Congregate Care,3 Retirement Homes,142
2021-01-07,2 Congregate Living,22 Congregate other,11
2021-01-07,2 Congregate Living,4 Group Home/Supportive Housing,71
2021-01-07,2 Congregate Living,5 Correctional Facility,6
2021-01-07,2 Congregate Living,6 Shelter,13
2021-01-07,3 Education,10 School - Post-Secondary,2
2021-01-07,3 Education,11 Child care,58
2021-01-07,3 Education,7 School - Elementary,43
2021-01-07,3 Education,8 School - Secondary,20
2021-01-07,3 Education,9 School - Elementary/Secondary,4
