date,phu_name,phu_num,outbreak_group,number_ongoing_outbreaks
2021-01-06,BRANT COUNTY,2227,5 Recreational,1
2021-01-06,CHATHAM-KENT,2240,1 Congregate Care,3
2021-01-06,CHATHAM-KENT,2240,5 Recreational,1
2021-01-06,CHATHAM-KENT,2240,4 Workplace,7
2021-01-06,CHATHAM-KENT,2240,2 Congregate Living,1
2021-01-06,CITY OF HAMILTON,2237,5 Recreational,1
2021-01-06,CITY OF HAMILTON,2237,6 Other/Unknown,1
2021-01-06,CITY OF HAMILTON,2237,3 Education,1
2021-01-06,CITY OF HAMILTON,2237,1 Congregate Care,21
2021-01-06,CITY OF HAMILTON,2237,2 Congregate Living,4
2021-01-06,CITY OF OTTAWA,2251,1 Congregate Care,23
2021-01-06,CITY OF OTTAWA,2251,3 Education,2
2021-01-06,CITY OF OTTAWA,2251,4 Workplace,5
2021-01-06,CITY OF OTTAWA,2251,5 Recreational,4
2021-01-06,CITY OF OTTAWA,2251,2 Congregate Living,6
2021-01-06,DURHAM REGION,2230,4 Workplace,10
2021-01-06,DURHAM REGION,2230,2 Congregate Living,9
2021-01-06,DURHAM REGION,2230,6 Other/Unknown,1
2021-01-06,DURHAM REGION,2230,5 Recreational,1
2021-01-06,DURHAM REGION,2230,3 Education,6
2021-01-06,DURHAM REGION,2230,1 Congregate Care,26
2021-01-06,EASTERN ONTARIO,2258,1 Congregate Care,17
2021-01-06,EASTERN ONTARIO,2258,3 Education,5
2021-01-06,EASTERN ONTARIO,2258,4 Workplace,1
2021-01-06,GREY BRUCE,2233,6 Other/Unknown,1
2021-01-06,GREY BRUCE,2233,4 Workplace,1
2021-01-06,GREY BRUCE,2233,1 Congregate Care,2
2021-01-06,HALDIMAND-NORFOLK,2234,2 Congregate Living,3
2021-01-06,HALDIMAND-NORFOLK,2234,4 Workplace,3
2021-01-06,HALDIMAND-NORFOLK,2234,6 Other/Unknown,2
2021-01-06,HALDIMAND-NORFOLK,2234,1 Congregate Care,6
2021-01-06,HALDIMAND-NORFOLK,2234,3 Education,1
2021-01-06,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2021-01-06,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
2021-01-06,HALTON REGION,2236,3 Education,1
2021-01-06,HALTON REGION,2236,2 Congregate Living,10
2021-01-06,HALTON REGION,2236,5 Recreational,4
2021-01-06,HALTON REGION,2236,1 Congregate Care,23
2021-01-06,HALTON REGION,2236,4 Workplace,8
2021-01-06,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,2
2021-01-06,HURON PERTH,5183,4 Workplace,1
2021-01-06,HURON PERTH,5183,1 Congregate Care,8
2021-01-06,HURON PERTH,5183,2 Congregate Living,1
2021-01-06,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
2021-01-06,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,4
2021-01-06,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,2
2021-01-06,LAMBTON COUNTY,2242,4 Workplace,4
2021-01-06,LAMBTON COUNTY,2242,5 Recreational,3
2021-01-06,LAMBTON COUNTY,2242,3 Education,2
2021-01-06,LAMBTON COUNTY,2242,1 Congregate Care,7
2021-01-06,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,3
2021-01-06,MIDDLESEX-LONDON,2244,6 Other/Unknown,1
2021-01-06,MIDDLESEX-LONDON,2244,5 Recreational,6
2021-01-06,MIDDLESEX-LONDON,2244,4 Workplace,14
2021-01-06,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2021-01-06,MIDDLESEX-LONDON,2244,1 Congregate Care,15
2021-01-06,MIDDLESEX-LONDON,2244,3 Education,5
2021-01-06,NIAGARA REGION,2246,4 Workplace,8
2021-01-06,NIAGARA REGION,2246,3 Education,2
2021-01-06,NIAGARA REGION,2246,2 Congregate Living,3
2021-01-06,NIAGARA REGION,2246,1 Congregate Care,30
2021-01-06,NIAGARA REGION,2246,5 Recreational,4
2021-01-06,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
2021-01-06,NORTHWESTERN,2249,3 Education,1
2021-01-06,NORTHWESTERN,2249,1 Congregate Care,3
2021-01-06,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
2021-01-06,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,9
2021-01-06,OXFORD ELGIN-ST.THOMAS,4913,3 Education,5
2021-01-06,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,3
2021-01-06,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,9
2021-01-06,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
2021-01-06,PEEL REGION,2253,6 Other/Unknown,1
2021-01-06,PEEL REGION,2253,5 Recreational,11
2021-01-06,PEEL REGION,2253,4 Workplace,72
2021-01-06,PEEL REGION,2253,2 Congregate Living,16
2021-01-06,PEEL REGION,2253,1 Congregate Care,41
2021-01-06,PEEL REGION,2253,3 Education,70
2021-01-06,PETERBOROUGH COUNTY-CITY,2255,2 Congregate Living,2
2021-01-06,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
2021-01-06,PETERBOROUGH COUNTY-CITY,2255,4 Workplace,1
2021-01-06,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
2021-01-06,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
2021-01-06,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
2021-01-06,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,2
2021-01-06,SIMCOE MUSKOKA DISTRICT,2260,3 Education,2
2021-01-06,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,5
2021-01-06,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,12
2021-01-06,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
2021-01-06,SUDBURY AND DISTRICT,2261,5 Recreational,1
2021-01-06,SUDBURY AND DISTRICT,2261,3 Education,1
2021-01-06,SUDBURY AND DISTRICT,2261,1 Congregate Care,1
2021-01-06,THUNDER BAY DISTRICT,2262,5 Recreational,1
2021-01-06,THUNDER BAY DISTRICT,2262,3 Education,1
2021-01-06,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
2021-01-06,THUNDER BAY DISTRICT,2262,1 Congregate Care,3
2021-01-06,TIMISKAMING,2263,5 Recreational,1
2021-01-06,TIMISKAMING,2263,1 Congregate Care,1
2021-01-06,TORONTO,3895,5 Recreational,3
2021-01-06,TORONTO,3895,6 Other/Unknown,2
2021-01-06,TORONTO,3895,4 Workplace,11
2021-01-06,TORONTO,3895,3 Education,9
2021-01-06,TORONTO,3895,2 Congregate Living,11
2021-01-06,TORONTO,3895,1 Congregate Care,77
2021-01-06,WATERLOO REGION,2265,6 Other/Unknown,1
2021-01-06,WATERLOO REGION,2265,5 Recreational,3
2021-01-06,WATERLOO REGION,2265,4 Workplace,11
2021-01-06,WATERLOO REGION,2265,3 Education,2
2021-01-06,WATERLOO REGION,2265,2 Congregate Living,3
2021-01-06,WATERLOO REGION,2265,1 Congregate Care,20
2021-01-06,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
2021-01-06,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,9
2021-01-06,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
2021-01-06,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,3
2021-01-06,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,16
2021-01-06,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,2
2021-01-06,WINDSOR-ESSEX COUNTY,2268,5 Recreational,2
2021-01-06,WINDSOR-ESSEX COUNTY,2268,4 Workplace,11
2021-01-06,WINDSOR-ESSEX COUNTY,2268,3 Education,5
2021-01-06,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,6
2021-01-06,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,24
2021-01-06,YORK REGION,2270,5 Recreational,8
2021-01-06,YORK REGION,2270,4 Workplace,43
2021-01-06,YORK REGION,2270,3 Education,16
2021-01-06,YORK REGION,2270,2 Congregate Living,5
2021-01-06,YORK REGION,2270,1 Congregate Care,32
2021-01-07,ALGOMA DISTRICT,2226,1 Congregate Care,1
2021-01-07,ALGOMA DISTRICT,2226,6 Other/Unknown,1
2021-01-07,BRANT COUNTY,2227,4 Workplace,1
2021-01-07,BRANT COUNTY,2227,5 Recreational,1
2021-01-07,BRANT COUNTY,2227,1 Congregate Care,4
2021-01-07,BRANT COUNTY,2227,3 Education,1
2021-01-07,CHATHAM-KENT,2240,4 Workplace,7
2021-01-07,CHATHAM-KENT,2240,5 Recreational,1
2021-01-07,CHATHAM-KENT,2240,1 Congregate Care,3
2021-01-07,CHATHAM-KENT,2240,2 Congregate Living,1
2021-01-07,CITY OF HAMILTON,2237,2 Congregate Living,6
2021-01-07,CITY OF HAMILTON,2237,6 Other/Unknown,1
2021-01-07,CITY OF HAMILTON,2237,3 Education,1
2021-01-07,CITY OF HAMILTON,2237,1 Congregate Care,19
2021-01-07,CITY OF HAMILTON,2237,5 Recreational,1
2021-01-07,CITY OF OTTAWA,2251,1 Congregate Care,24
2021-01-07,CITY OF OTTAWA,2251,3 Education,2
2021-01-07,CITY OF OTTAWA,2251,2 Congregate Living,4
2021-01-07,CITY OF OTTAWA,2251,4 Workplace,4
2021-01-07,CITY OF OTTAWA,2251,5 Recreational,5
2021-01-07,DURHAM REGION,2230,5 Recreational,1
2021-01-07,DURHAM REGION,2230,1 Congregate Care,26
2021-01-07,DURHAM REGION,2230,6 Other/Unknown,1
2021-01-07,DURHAM REGION,2230,2 Congregate Living,9
2021-01-07,DURHAM REGION,2230,4 Workplace,10
2021-01-07,DURHAM REGION,2230,3 Education,6
2021-01-07,EASTERN ONTARIO,2258,1 Congregate Care,17
2021-01-07,EASTERN ONTARIO,2258,3 Education,5
2021-01-07,EASTERN ONTARIO,2258,4 Workplace,1
2021-01-07,GREY BRUCE,2233,6 Other/Unknown,1
2021-01-07,GREY BRUCE,2233,1 Congregate Care,2
2021-01-07,HALDIMAND-NORFOLK,2234,2 Congregate Living,3
2021-01-07,HALDIMAND-NORFOLK,2234,1 Congregate Care,6
2021-01-07,HALDIMAND-NORFOLK,2234,4 Workplace,4
2021-01-07,HALDIMAND-NORFOLK,2234,3 Education,1
2021-01-07,HALDIMAND-NORFOLK,2234,6 Other/Unknown,2
2021-01-07,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2021-01-07,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
2021-01-07,HALTON REGION,2236,2 Congregate Living,12
2021-01-07,HALTON REGION,2236,5 Recreational,4
2021-01-07,HALTON REGION,2236,3 Education,1
2021-01-07,HALTON REGION,2236,4 Workplace,9
2021-01-07,HALTON REGION,2236,1 Congregate Care,23
2021-01-07,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,2
2021-01-07,HURON PERTH,5183,5 Recreational,1
2021-01-07,HURON PERTH,5183,4 Workplace,2
2021-01-07,HURON PERTH,5183,2 Congregate Living,1
2021-01-07,HURON PERTH,5183,1 Congregate Care,7
2021-01-07,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,2
2021-01-07,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,4
2021-01-07,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
2021-01-07,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
2021-01-07,LAMBTON COUNTY,2242,5 Recreational,3
2021-01-07,LAMBTON COUNTY,2242,1 Congregate Care,7
2021-01-07,LAMBTON COUNTY,2242,3 Education,2
2021-01-07,LAMBTON COUNTY,2242,4 Workplace,4
2021-01-07,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,4
2021-01-07,MIDDLESEX-LONDON,2244,6 Other/Unknown,1
2021-01-07,MIDDLESEX-LONDON,2244,5 Recreational,6
2021-01-07,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2021-01-07,MIDDLESEX-LONDON,2244,3 Education,5
2021-01-07,MIDDLESEX-LONDON,2244,4 Workplace,16
2021-01-07,MIDDLESEX-LONDON,2244,1 Congregate Care,16
2021-01-07,NIAGARA REGION,2246,1 Congregate Care,32
2021-01-07,NIAGARA REGION,2246,4 Workplace,9
2021-01-07,NIAGARA REGION,2246,3 Education,2
2021-01-07,NIAGARA REGION,2246,2 Congregate Living,5
2021-01-07,NIAGARA REGION,2246,5 Recreational,4
2021-01-07,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
2021-01-07,NORTHWESTERN,2249,1 Congregate Care,3
2021-01-07,NORTHWESTERN,2249,3 Education,1
2021-01-07,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,10
2021-01-07,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,9
2021-01-07,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
2021-01-07,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,3
2021-01-07,OXFORD ELGIN-ST.THOMAS,4913,3 Education,4
2021-01-07,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
2021-01-07,PEEL REGION,2253,5 Recreational,11
2021-01-07,PEEL REGION,2253,6 Other/Unknown,2
2021-01-07,PEEL REGION,2253,3 Education,62
2021-01-07,PEEL REGION,2253,4 Workplace,70
2021-01-07,PEEL REGION,2253,1 Congregate Care,40
2021-01-07,PEEL REGION,2253,2 Congregate Living,16
2021-01-07,PETERBOROUGH COUNTY-CITY,2255,4 Workplace,1
2021-01-07,PETERBOROUGH COUNTY-CITY,2255,2 Congregate Living,2
2021-01-07,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
2021-01-07,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,2
2021-01-07,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
2021-01-07,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
2021-01-07,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,12
2021-01-07,SIMCOE MUSKOKA DISTRICT,2260,3 Education,1
2021-01-07,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
2021-01-07,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
2021-01-07,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,5
2021-01-07,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
2021-01-07,SUDBURY AND DISTRICT,2261,3 Education,1
2021-01-07,SUDBURY AND DISTRICT,2261,5 Recreational,1
2021-01-07,THUNDER BAY DISTRICT,2262,1 Congregate Care,3
2021-01-07,THUNDER BAY DISTRICT,2262,5 Recreational,1
2021-01-07,THUNDER BAY DISTRICT,2262,3 Education,1
2021-01-07,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
2021-01-07,TIMISKAMING,2263,1 Congregate Care,2
2021-01-07,TIMISKAMING,2263,5 Recreational,1
2021-01-07,TORONTO,3895,4 Workplace,10
2021-01-07,TORONTO,3895,2 Congregate Living,11
2021-01-07,TORONTO,3895,1 Congregate Care,83
2021-01-07,TORONTO,3895,6 Other/Unknown,3
2021-01-07,TORONTO,3895,5 Recreational,3
2021-01-07,TORONTO,3895,3 Education,10
2021-01-07,WATERLOO REGION,2265,6 Other/Unknown,1
2021-01-07,WATERLOO REGION,2265,4 Workplace,9
2021-01-07,WATERLOO REGION,2265,2 Congregate Living,2
2021-01-07,WATERLOO REGION,2265,1 Congregate Care,19
2021-01-07,WATERLOO REGION,2265,3 Education,2
2021-01-07,WATERLOO REGION,2265,5 Recreational,3
2021-01-07,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,2
2021-01-07,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,9
2021-01-07,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
2021-01-07,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,3
2021-01-07,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,16
2021-01-07,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,2
2021-01-07,WINDSOR-ESSEX COUNTY,2268,5 Recreational,2
2021-01-07,WINDSOR-ESSEX COUNTY,2268,3 Education,3
2021-01-07,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,4
2021-01-07,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,22
2021-01-07,WINDSOR-ESSEX COUNTY,2268,4 Workplace,11
2021-01-07,YORK REGION,2270,3 Education,14
2021-01-07,YORK REGION,2270,2 Congregate Living,5
2021-01-07,YORK REGION,2270,1 Congregate Care,35
2021-01-07,YORK REGION,2270,4 Workplace,42
2021-01-07,YORK REGION,2270,5 Recreational,8
2021-01-08,ALGOMA DISTRICT,2226,1 Congregate Care,2
2021-01-08,ALGOMA DISTRICT,2226,6 Other/Unknown,1
2021-01-08,BRANT COUNTY,2227,1 Congregate Care,4
2021-01-08,BRANT COUNTY,2227,5 Recreational,1
2021-01-08,BRANT COUNTY,2227,3 Education,1
2021-01-08,BRANT COUNTY,2227,4 Workplace,1
2021-01-08,CHATHAM-KENT,2240,4 Workplace,8
2021-01-08,CHATHAM-KENT,2240,1 Congregate Care,3
2021-01-08,CHATHAM-KENT,2240,5 Recreational,1
2021-01-08,CHATHAM-KENT,2240,2 Congregate Living,1
2021-01-08,CITY OF HAMILTON,2237,1 Congregate Care,19
2021-01-08,CITY OF HAMILTON,2237,3 Education,1
2021-01-08,CITY OF HAMILTON,2237,5 Recreational,1
2021-01-08,CITY OF HAMILTON,2237,6 Other/Unknown,1
2021-01-08,CITY OF HAMILTON,2237,2 Congregate Living,6
2021-01-08,CITY OF OTTAWA,2251,1 Congregate Care,24
2021-01-08,CITY OF OTTAWA,2251,5 Recreational,5
2021-01-08,CITY OF OTTAWA,2251,6 Other/Unknown,3
2021-01-08,CITY OF OTTAWA,2251,4 Workplace,5
2021-01-08,CITY OF OTTAWA,2251,3 Education,2
2021-01-08,CITY OF OTTAWA,2251,2 Congregate Living,4
2021-01-08,DURHAM REGION,2230,6 Other/Unknown,1
2021-01-08,DURHAM REGION,2230,3 Education,6
2021-01-08,DURHAM REGION,2230,5 Recreational,2
2021-01-08,DURHAM REGION,2230,1 Congregate Care,26
2021-01-08,DURHAM REGION,2230,4 Workplace,12
2021-01-08,DURHAM REGION,2230,2 Congregate Living,10
2021-01-08,EASTERN ONTARIO,2258,1 Congregate Care,17
2021-01-08,EASTERN ONTARIO,2258,4 Workplace,2
2021-01-08,EASTERN ONTARIO,2258,5 Recreational,1
2021-01-08,EASTERN ONTARIO,2258,3 Education,5
2021-01-08,GREY BRUCE,2233,6 Other/Unknown,1
2021-01-08,GREY BRUCE,2233,1 Congregate Care,2
2021-01-08,HALDIMAND-NORFOLK,2234,4 Workplace,4
2021-01-08,HALDIMAND-NORFOLK,2234,3 Education,1
2021-01-08,HALDIMAND-NORFOLK,2234,6 Other/Unknown,2
2021-01-08,HALDIMAND-NORFOLK,2234,2 Congregate Living,3
2021-01-08,HALDIMAND-NORFOLK,2234,1 Congregate Care,7
2021-01-08,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,2 Congregate Living,1
2021-01-08,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
2021-01-08,HALTON REGION,2236,1 Congregate Care,23
2021-01-08,HALTON REGION,2236,2 Congregate Living,12
2021-01-08,HALTON REGION,2236,4 Workplace,8
2021-01-08,HALTON REGION,2236,5 Recreational,4
2021-01-08,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,2
2021-01-08,HURON PERTH,5183,5 Recreational,1
2021-01-08,HURON PERTH,5183,4 Workplace,2
2021-01-08,HURON PERTH,5183,2 Congregate Living,1
2021-01-08,HURON PERTH,5183,1 Congregate Care,8
2021-01-08,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5 Recreational,1
2021-01-08,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,4 Workplace,3
2021-01-08,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2 Congregate Living,2
2021-01-08,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
2021-01-08,LAMBTON COUNTY,2242,5 Recreational,3
2021-01-08,LAMBTON COUNTY,2242,4 Workplace,4
2021-01-08,LAMBTON COUNTY,2242,3 Education,2
2021-01-08,LAMBTON COUNTY,2242,1 Congregate Care,7
2021-01-08,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,4
2021-01-08,MIDDLESEX-LONDON,2244,2 Congregate Living,4
2021-01-08,MIDDLESEX-LONDON,2244,1 Congregate Care,17
2021-01-08,MIDDLESEX-LONDON,2244,6 Other/Unknown,1
2021-01-08,MIDDLESEX-LONDON,2244,5 Recreational,6
2021-01-08,MIDDLESEX-LONDON,2244,4 Workplace,16
2021-01-08,MIDDLESEX-LONDON,2244,3 Education,4
2021-01-08,NIAGARA REGION,2246,5 Recreational,4
2021-01-08,NIAGARA REGION,2246,4 Workplace,10
2021-01-08,NIAGARA REGION,2246,3 Education,2
2021-01-08,NIAGARA REGION,2246,2 Congregate Living,6
2021-01-08,NIAGARA REGION,2246,1 Congregate Care,33
2021-01-08,NORTH BAY PARRY SOUND DISTRICT,2247,4 Workplace,1
2021-01-08,NORTH BAY PARRY SOUND DISTRICT,2247,1 Congregate Care,1
2021-01-08,NORTHWESTERN,2249,3 Education,1
2021-01-08,NORTHWESTERN,2249,1 Congregate Care,3
2021-01-08,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,9
2021-01-08,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
2021-01-08,OXFORD ELGIN-ST.THOMAS,4913,5 Recreational,1
2021-01-08,OXFORD ELGIN-ST.THOMAS,4913,2 Congregate Living,3
2021-01-08,OXFORD ELGIN-ST.THOMAS,4913,1 Congregate Care,7
2021-01-08,PEEL REGION,2253,6 Other/Unknown,3
2021-01-08,PEEL REGION,2253,5 Recreational,12
2021-01-08,PEEL REGION,2253,4 Workplace,69
2021-01-08,PEEL REGION,2253,3 Education,62
2021-01-08,PEEL REGION,2253,2 Congregate Living,18
2021-01-08,PEEL REGION,2253,1 Congregate Care,40
2021-01-08,PETERBOROUGH COUNTY-CITY,2255,4 Workplace,1
2021-01-08,PETERBOROUGH COUNTY-CITY,2255,2 Congregate Living,2
2021-01-08,PORCUPINE,2256,1 Congregate Care,1
2021-01-08,RENFREW COUNTY AND DISTRICT,2257,5 Recreational,1
2021-01-08,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
2021-01-08,RENFREW COUNTY AND DISTRICT,2257,2 Congregate Living,1
2021-01-08,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,2
2021-01-08,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,2
2021-01-08,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,12
2021-01-08,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
2021-01-08,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,6
2021-01-08,SUDBURY AND DISTRICT,2261,5 Recreational,1
2021-01-08,SUDBURY AND DISTRICT,2261,3 Education,1
2021-01-08,SUDBURY AND DISTRICT,2261,1 Congregate Care,2
2021-01-08,THUNDER BAY DISTRICT,2262,5 Recreational,1
2021-01-08,THUNDER BAY DISTRICT,2262,3 Education,1
2021-01-08,THUNDER BAY DISTRICT,2262,2 Congregate Living,3
2021-01-08,THUNDER BAY DISTRICT,2262,1 Congregate Care,3
2021-01-08,TIMISKAMING,2263,5 Recreational,1
2021-01-08,TIMISKAMING,2263,1 Congregate Care,2
2021-01-08,TORONTO,3895,6 Other/Unknown,3
2021-01-08,TORONTO,3895,5 Recreational,3
2021-01-08,TORONTO,3895,4 Workplace,11
2021-01-08,TORONTO,3895,3 Education,11
2021-01-08,TORONTO,3895,2 Congregate Living,11
2021-01-08,TORONTO,3895,1 Congregate Care,85
2021-01-08,WATERLOO REGION,2265,6 Other/Unknown,1
2021-01-08,WATERLOO REGION,2265,5 Recreational,3
2021-01-08,WATERLOO REGION,2265,4 Workplace,8
2021-01-08,WATERLOO REGION,2265,3 Education,2
2021-01-08,WATERLOO REGION,2265,2 Congregate Living,4
2021-01-08,WATERLOO REGION,2265,1 Congregate Care,20
2021-01-08,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,2
2021-01-08,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,8
2021-01-08,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
2021-01-08,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,3
2021-01-08,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,16
2021-01-08,WINDSOR-ESSEX COUNTY,2268,3 Education,3
2021-01-08,WINDSOR-ESSEX COUNTY,2268,2 Congregate Living,4
2021-01-08,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,25
2021-01-08,WINDSOR-ESSEX COUNTY,2268,6 Other/Unknown,3
2021-01-08,WINDSOR-ESSEX COUNTY,2268,5 Recreational,2
2021-01-08,WINDSOR-ESSEX COUNTY,2268,4 Workplace,12
2021-01-08,YORK REGION,2270,6 Other/Unknown,1
2021-01-08,YORK REGION,2270,5 Recreational,8
2021-01-08,YORK REGION,2270,4 Workplace,41
2021-01-08,YORK REGION,2270,3 Education,14
2021-01-08,YORK REGION,2270,2 Congregate Living,7
2021-01-08,YORK REGION,2270,1 Congregate Care,38
2021-01-09,ALGOMA DISTRICT,2226,1 Congregate Care,2
2021-01-09,ALGOMA DISTRICT,2226,6 Other/Unknown,1
2021-01-09,BRANT COUNTY,2227,4 Workplace,1
2021-01-09,BRANT COUNTY,2227,1 Congregate Care,3
2021-01-09,BRANT COUNTY,2227,5 Recreational,1
2021-01-09,BRANT COUNTY,2227,3 Education,1
2021-01-09,CHATHAM-KENT,2240,2 Congregate Living,1
2021-01-09,CHATHAM-KENT,2240,5 Recreational,1
2021-01-09,CHATHAM-KENT,2240,1 Congregate Care,3
2021-01-09,CHATHAM-KENT,2240,4 Workplace,7
2021-01-09,CITY OF HAMILTON,2237,4 Workplace,2
2021-01-09,CITY OF HAMILTON,2237,6 Other/Unknown,1
2021-01-09,CITY OF HAMILTON,2237,1 Congregate Care,23
2021-01-09,CITY OF HAMILTON,2237,3 Education,1
2021-01-09,CITY OF HAMILTON,2237,2 Congregate Living,6
2021-01-09,CITY OF HAMILTON,2237,5 Recreational,1
2021-01-09,CITY OF OTTAWA,2251,4 Workplace,4
2021-01-09,CITY OF OTTAWA,2251,3 Education,2
2021-01-09,CITY OF OTTAWA,2251,6 Other/Unknown,2
2021-01-09,CITY OF OTTAWA,2251,5 Recreational,5
2021-01-09,CITY OF OTTAWA,2251,1 Congregate Care,23
2021-01-09,CITY OF OTTAWA,2251,2 Congregate Living,4
2021-01-09,DURHAM REGION,2230,3 Education,6
2021-01-09,DURHAM REGION,2230,6 Other/Unknown,2
2021-01-09,DURHAM REGION,2230,4 Workplace,9
2021-01-09,DURHAM REGION,2230,1 Congregate Care,27
2021-01-09,DURHAM REGION,2230,5 Recreational,1
2021-01-09,DURHAM REGION,2230,2 Congregate Living,9
2021-01-09,EASTERN ONTARIO,2258,1 Congregate Care,18
2021-01-09,EASTERN ONTARIO,2258,5 Recreational,1
2021-01-09,EASTERN ONTARIO,2258,3 Education,5
2021-01-09,EASTERN ONTARIO,2258,4 Workplace,2
