Name;Organisation;Country;Pays;URL;Description;Location;Latitude;Longitude;Code En;Code Fr;Country Slug;Column 1;Column 9;Thematic;Portal typology;Column 14;Column 15;Column 16;Column 17;Code Es
;;;;;;;;;;;;;;;El Salvador - National Laws;;;;;
;;;;;;;;;;;;;;;Latvia - National Laws;;;;;
;;;;;;;;;;;;;;;Portugal - National Laws;;;;;
;;;;;;;;;;;;;;;Latvia - National Maps;;;;;
;;;;;;;;;;;;;;;Israel - National Maps;;;;;
;;;;;;;;;;;;;;;Guatemala - National Maps;;;;;
;;;;;;;;;;;;;;;Bosnia and Herzegovina - National Statistics;;;;;
;;;;;;;;;;;;;;;Costa Rica - National Statistics;;;;;
;;;;;;;;;;;;;;;Taiwan - National Statistics;;;;;
;;;;;;;;;;;;;;;South Africa - National Statistics;;;;;
;;;;;;;;;;;;;;;Saint Lucia - National Statistics;;;;;
;;;;;;;;;;;;;;;Trinidad and Tobago - National Statistics;;;;;
;;;;;;;;;;;;;;;Germany - National Statistics;;;;;
;;;;;;;;;;;;;;;Argentina - National Statistics;;;;;
;;;;;;;;;;;;;;;Switzerland - National Statistics;;;;;
;;;;;;;;;;;;;;;Greece - National Statistics;;;;;
;;;;;;;;;;;;;;;Germany - National Statistics;;;;;
;;;;;;;;;;;;;;;Singapore - Procurement;;;;;
;;;;;;;;;;;;;;;Mexico - Procurement;;;;;
;;;;;;;;;;;;;;;India - Water Quality;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - Water Quality;;;;;
;;;;;;;;;;;;;;;Canada - Water Quality;;;;;
;;;;;;;;;;;;;;;Finland - Water Quality;;;;;
;;;;;;;;;;;;;;;Germany - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Austria - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Opendata Grand Nancy;;;;;
;;;;;;;;;;;;;;;France - Data Sud;;;;;
;;;;;;;;;;;;;;;France - Ressourcerie Datalocale;;;;;
;;;;;;;;;;;;;;;Bolivia - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Guatemala - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Norway - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Estonia - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Puerto Rico - Air Quality;;;;;
;;;;;;;;;;;;;;;Ecuador - Company Register;;;;;
;;;;;;;;;;;;;;;Slovenia - Company Register;;;;;
;;;;;;;;;;;;;;;Belgium - Company Register;;;;;
;;;;;;;;;;;;;;;Paraguay - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Taiwan - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Republic of North Macedonia - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Romania - Election Results;;;;;
;;;;;;;;;;;;;;;Slovenia - Government Budget;;;;;
;;;;;;;;;;;;;;;Ukraine - Government Budget;;;;;
;;;;;;;;;;;;;;;Malawi - Government Budget;;;;;
;;;;;;;;;;;;;;;Czechia - Government Budget;;;;;
;;;;;;;;;;;;;;;Chile - Government Budget;;;;;
;;;;;;;;;;;;;;;Norway - Government Budget;;;;;
;;;;;;;;;;;;;;;Australia - Government Budget;;;;;
;;;;;;;;;;;;;;;Croatia - Government Budget;;;;;
;;;;;;;;;;;;;;;Australia - Government Budget;;;;;
;;;;;;;;;;;;;;;Afghanistan - Government Budget;;;;;
;;;;;;;;;;;;;;;Denmark - Land Ownership;;;;;
;;;;;;;;;;;;;;;Slovakia - Land Ownership;;;;;
;;;;;;;;;;;;;;;Norway - Locations / Zip Codes;;;;;
;;;;;;;;;;;;;;;Slovenia - National Laws;;;;;
;;;;;;;;;;;;;;;Tunisia - National Laws;;;;;
;;;;;;;;;;;;;;;Bhutan - National Maps;;;;;
;;;;;;;;;;;;;;;Russian Federation - National Maps;;;;;
;;;;;;;;;;;;;;;Philippines - National Maps;;;;;
;;;;;;;;;;;;;;;Brazil - National Statistics;;;;;
;;;;;;;;;;;;;;;Colombia - National Statistics;;;;;
;;;;;;;;;;;;;;;Peru - National Statistics;;;;;
;;;;;;;;;;;;;;;South Africa - National Statistics;;;;;
;;;;;;;;;;;;;;;Guyana - National Statistics;;;;;
;;;;;;;;;;;;;;;Singapore - National Statistics;;;;;
;;;;;;;;;;;;;;;Zambia - National Statistics;;;;;
;;;;;;;;;;;;;;;Montenegro - National Statistics;;;;;
;;;;;;;;;;;;;;;Uruguay - Procurement;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - Procurement;;;;;
;;;;;;;;;;;;;;;Albania - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Uruguay - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Bolivia - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Finland - Weather Forecast;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - Weather Forecast;;;;;
;;;;;;;;;;;;;;;India - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Turkey - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Finland - Air Quality;;;;;
;;;;;;;;;;;;;;;Colombia - Air Quality;;;;;
;;;;;;;;;;;;;;;Puerto Rico - Company Register;;;;;
;;;;;;;;;;;;;;;Australia - Company Register;;;;;
;;;;;;;;;;;;;;;Uruguay - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Belgium - Draft Legislation;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - Election Results;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - Election Results;;;;;
;;;;;;;;;;;;;;;Australia - Election Results;;;;;
;;;;;;;;;;;;;;;Sweden - Government Budget;;;;;
;;;;;;;;;;;;;;;Latvia - Government Budget;;;;;
;;;;;;;;;;;;;;;Albania - Government Budget;;;;;
;;;;;;;;;;;;;;;Poland - Government Budget;;;;;
;;;;;;;;;;;;;;;Brazil - Government Budget;;;;;
;;;;;;;;;;;;;;;Singapore - Government Budget;;;;;
;;;;;;;;;;;;;;;India - Government Budget;;;;;
;;;;;;;;;;;;;;;Canada - Government Spending;;;;;
;;;;;;;;;;;;;;;Latvia - Government Spending;;;;;
;;;;;;;;;;;;;;;Taiwan - National Laws;;;;;
;;;;;;;;;;;;;;;Guatemala - National Laws;;;;;
;;;;;;;;;;;;;;;Republic of North Macedonia - National Laws;;;;;
;;;;;;;;;;;;;;;Bahamas - National Laws;;;;;
;;;;;;;;;;;;;;;Ecuador - National Maps;;;;;
;;;;;;;;;;;;;;;France - National Maps;;;;;
;;;;;;;;;;;;;;;Australia - National Maps;;;;;
;;;;;;;;;;;;;;;Chile - National Statistics;;;;;
;;;;;;;;;;;;;;;Colombia - National Statistics;;;;;
;;;;;;;;;;;;;;;Czechia - National Statistics;;;;;
;;;;;;;;;;;;;;;Venezuela - National Statistics;;;;;
;;;;;;;;;;;;;;;Antigua and Barbuda - National Statistics;;;;;
;;;;;;;;;;;;;;;Netherlands - National Statistics;;;;;
;;;;;;;;;;;;;;;Indonesia - National Statistics;;;;;
;;;;;;;;;;;;;;;Venezuela - National Statistics;;;;;
;;;;;;;;;;;;;;;France - National Statistics;;;;;
;;;;;;;;;;;;;;;Trinidad and Tobago - Procurement;;;;;
;;;;;;;;;;;;;;;Norway - Procurement;;;;;
;;;;;;;;;;;;;;;Australia - Procurement;;;;;
;;;;;;;;;;;;;;;Czechia - Procurement;;;;;
;;;;;;;;;;;;;;;Bangladesh - Procurement;;;;;
;;;;;;;;;;;;;;;Switzerland - Procurement;;;;;
;;;;;;;;;;;;;;;Poland - Procurement;;;;;
;;;;;;;;;;;;;;;Panama - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Slovakia - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Russian Federation - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Latvia - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Opendata Saint Denis;;;;;
;;;;;;;;;;;;;;;France - PEIGEO;;;;;
;;;;;;;;;;;;;;;France - Opendata Ain;;;;;
;;;;;;;;;;;;;;;Puerto Rico - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Taiwan - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Singapore - Air Quality;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - Air Quality;;;;;
;;;;;;;;;;;;;;;Brazil - Air Quality;;;;;
;;;;;;;;;;;;;;;Sweden - Company Register;;;;;
;;;;;;;;;;;;;;;Germany - Company Register;;;;;
;;;;;;;;;;;;;;;Guyana - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Nepal - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Argentina - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Brazil - Draft Legislation;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Mexico - Election Results;;;;;
;;;;;;;;;;;;;;;Puerto Rico - Election Results;;;;;
;;;;;;;;;;;;;;;Uruguay - Election Results;;;;;
;;;;;;;;;;;;;;;France - Election Results;;;;;
;;;;;;;;;;;;;;;Russian Federation - Government Budget;;;;;
;;;;;;;;;;;;;;;Denmark - Government Budget;;;;;
;;;;;;;;;;;;;;;Romania - Government Budget;;;;;
;;;;;;;;;;;;;;;Norway - Government Budget;;;;;
;;;;;;;;;;;;;;;Russian Federation - Government Budget;;;;;
;;;;;;;;;;;;;;;Japan - Government Spending;;;;;
;;;;;;;;;;;;;;;Bangladesh - National Laws;;;;;
;;;;;;;;;;;;;;;Bhutan - National Laws;;;;;
;;;;;;;;;;;;;;;Indonesia - National Laws;;;;;
;;;;;;;;;;;;;;;Switzerland - National Laws;;;;;
;;;;;;;;;;;;;;;Brazil - National Laws;;;;;
;;;;;;;;;;;;;;;Finland - National Maps;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - National Maps;;;;;
;;;;;;;;;;;;;;;Slovenia - National Maps;;;;;
;;;;;;;;;;;;;;;Canada - National Maps;;;;;
;;;;;;;;;;;;;;;Norway - National Maps;;;;;
;;;;;;;;;;;;;;;Taiwan - National Maps;;;;;
;;;;;;;;;;;;;;;Iran - National Statistics;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - National Statistics;;;;;
;;;;;;;;;;;;;;;Austria - National Statistics;;;;;
;;;;;;;;;;;;;;;Antigua and Barbuda - National Statistics;;;;;
;;;;;;;;;;;;;;;Montenegro - National Statistics;;;;;
;;;;;;;;;;;;;;;Panama - National Statistics;;;;;
;;;;;;;;;;;;;;;Germany - National Statistics;;;;;
;;;;;;;;;;;;;;;Guyana - National Statistics;;;;;
;;;;;;;;;;;;;;;Mozambique - National Statistics;;;;;
;;;;;;;;;;;;;;;Costa Rica - National Statistics;;;;;
;;;;;;;;;;;;;;;Malaysia - National Statistics;;;;;
;;;;;;;;;;;;;;;Dominican Republic - National Statistics;;;;;
;;;;;;;;;;;;;;;Cameroon - National Statistics;;;;;
;;;;;;;;;;;;;;;Croatia - National Statistics;;;;;
;;;;;;;;;;;;;;;Brazil - Procurement;;;;;
;;;;;;;;;;;;;;;Netherlands - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Albania - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Hawa Mayotte Open Data*;;;;;
;;;;;;;;;;;;;;;France - Picto-Occitanie*;;;;;
;;;;;;;;;;;;;;;France - Data Maison de l'Estuaire*;;;;;
;;;;;;;;;;;;;;;France - InfoGéo Corse;;;;;
;;;;;;;;;;;;;;;France - Atmo Nouvelle Aquitaine Open Data*;;;;;
;;;;;;;;;;;;;;;France - Géo Charente;;;;;
;;;;;;;;;;;;;;;Norway - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Austria - Air Quality;;;;;
;;;;;;;;;;;;;;;Croatia - Air Quality;;;;;
;;;;;;;;;;;;;;;Belgium - Air Quality;;;;;
;;;;;;;;;;;;;;;Sweden - Air Quality;;;;;
;;;;;;;;;;;;;;;United States of America - Company Register;;;;;
;;;;;;;;;;;;;;;Saint Lucia - Company Register;;;;;
;;;;;;;;;;;;;;;Japan - Company Register;;;;;
;;;;;;;;;;;;;;;Poland - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Kenya - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Ghana - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Israel - Government Budget;;;;;
;;;;;;;;;;;;;;;Bhutan - Government Budget;;;;;
;;;;;;;;;;;;;;;Ukraine - Government Budget;;;;;
;;;;;;;;;;;;;;;Ukraine - Government Budget;;;;;
;;;;;;;;;;;;;;;Zambia - Government Budget;;;;;
;;;;;;;;;;;;;;;Venezuela - Government Budget;;;;;
;;;;;;;;;;;;;;;Romania - Government Budget;;;;;
;;;;;;;;;;;;;;;Panama - National Laws;;;;;
;;;;;;;;;;;;;;;Latvia - National Maps;;;;;
;;;;;;;;;;;;;;;Poland - National Maps;;;;;
;;;;;;;;;;;;;;;Chile - National Maps;;;;;
;;;;;;;;;;;;;;;Slovakia - National Maps;;;;;
;;;;;;;;;;;;;;;Peru - National Maps;;;;;
;;;;;;;;;;;;;;;Brazil - National Maps;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - National Maps;;;;;
;;;;;;;;;;;;;;;Russian Federation - National Statistics;;;;;
;;;;;;;;;;;;;;;Netherlands - National Statistics;;;;;
;;;;;;;;;;;;;;;New Zealand - National Statistics;;;;;
;;;;;;;;;;;;;;;Sweden - National Statistics;;;;;
;;;;;;;;;;;;;;;Jamaica - National Statistics;;;;;
;;;;;;;;;;;;;;;Peru - National Statistics;;;;;
;;;;;;;;;;;;;;;Costa Rica - National Statistics;;;;;
;;;;;;;;;;;;;;;Chile - National Statistics;;;;;
;;;;;;;;;;;;;;;Cambodia - National Statistics;;;;;
;;;;;;;;;;;;;;;Israel - National Statistics;;;;;
;;;;;;;;;;;;;;;Greece - National Statistics;;;;;
;;;;;;;;;;;;;;;Netherlands - National Statistics;;;;;
;;;;;;;;;;;;;;;France - National Statistics;;;;;
;;;;;;;;;;;;;;;Uruguay - National Statistics;;;;;
;;;;;;;;;;;;;;;Guatemala - Procurement;;;;;
;;;;;;;;;;;;;;;Chile - Procurement;;;;;
;;;;;;;;;;;;;;;Singapore - Water Quality;;;;;
;;;;;;;;;;;;;;;Puerto Rico - Water Quality;;;;;
;;;;;;;;;;;;;;;Montenegro - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Philippines - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Austria - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - DatARA*;;;;;
;;;;;;;;;;;;;;;France - Qualitair Corse Open Data*;;;;;
;;;;;;;;;;;;;;;France - GéoPicardie;;;;;
;;;;;;;;;;;;;;;France - Atmo Réunion Open Data*;;;;;
;;;;;;;;;;;;;;;France - Géorep*;;;;;
;;;;;;;;;;;;;;;France - Moselle Infogéo;;;;;
;;;;;;;;;;;;;;;Guatemala - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;El Salvador - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Austria - Air Quality;;;;;
;;;;;;;;;;;;;;;Belgium - Air Quality;;;;;
;;;;;;;;;;;;;;;Mexico - Company Register;;;;;
;;;;;;;;;;;;;;;Czechia - Company Register;;;;;
;;;;;;;;;;;;;;;Australia - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Greece - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Canada - Election Results;;;;;
;;;;;;;;;;;;;;;Tunisia - Government Budget;;;;;
;;;;;;;;;;;;;;;Botswana - Government Budget;;;;;
;;;;;;;;;;;;;;;Portugal - Government Budget;;;;;
;;;;;;;;;;;;;;;Sweden - Government Budget;;;;;
;;;;;;;;;;;;;;;Zimbabwe - Government Budget;;;;;
;;;;;;;;;;;;;;;Ecuador - Government Spending;;;;;
;;;;;;;;;;;;;;;Slovakia - Land Ownership;;;;;
;;;;;;;;;;;;;;;Brazil - National Laws;;;;;
;;;;;;;;;;;;;;;Peru - National Laws;;;;;
;;;;;;;;;;;;;;;India - National Laws;;;;;
;;;;;;;;;;;;;;;Bahamas - National Laws;;;;;
;;;;;;;;;;;;;;;United Republic of Tanzania - National Laws;;;;;
;;;;;;;;;;;;;;;India - National Maps;;;;;
;;;;;;;;;;;;;;;Philippines - National Maps;;;;;
;;;;;;;;;;;;;;;Germany - National Statistics;;;;;
;;;;;;;;;;;;;;;Slovakia - National Statistics;;;;;
;;;;;;;;;;;;;;;Philippines - National Statistics;;;;;
;;;;;;;;;;;;;;;Malaysia - National Statistics;;;;;
;;;;;;;;;;;;;;;Turkey - National Statistics;;;;;
;;;;;;;;;;;;;;;Denmark - National Statistics;;;;;
;;;;;;;;;;;;;;;Germany - National Statistics;;;;;
;;;;;;;;;;;;;;;Malaysia - National Statistics;;;;;
;;;;;;;;;;;;;;;Romania - National Statistics;;;;;
;;;;;;;;;;;;;;;Malaysia - National Statistics;;;;;
;;;;;;;;;;;;;;;Argentina - National Statistics;;;;;
;;;;;;;;;;;;;;;Dominican Republic - National Statistics;;;;;
;;;;;;;;;;;;;;;Singapore - National Statistics;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - National Statistics;;;;;
;;;;;;;;;;;;;;;Belgium - Procurement;;;;;
;;;;;;;;;;;;;;;Nepal - Procurement;;;;;
;;;;;;;;;;;;;;;United Republic of Tanzania - Procurement;;;;;
;;;;;;;;;;;;;;;Jamaica - Procurement;;;;;
;;;;;;;;;;;;;;;Australia - Water Quality;;;;;
;;;;;;;;;;;;;;;Venezuela - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Poland - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Belgium - Weather Forecast;;;;;
;;;;;;;;;;;;;;;New Zealand - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Chile - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Opendata Istres;;;;;
;;;;;;;;;;;;;;;France - Opendata La Rochelle;;;;;
;;;;;;;;;;;;;;;France - Data Estuaire de la Seine;;;;;
;;;;;;;;;;;;;;;France - Atmo Hauts de France Open Data*;;;;;
;;;;;;;;;;;;;;;France - Géo Plateforme 17;;;;;
;;;;;;;;;;;;;;;France - CRIGE PACA;;;;;
;;;;;;;;;;;;;;;Austria - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Colombia - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;India - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Austria - Air Quality;;;;;
;;;;;;;;;;;;;;;Nepal - Air Quality;;;;;
;;;;;;;;;;;;;;;Netherlands - Company Register;;;;;
;;;;;;;;;;;;;;;Iran - Company Register;;;;;
;;;;;;;;;;;;;;;Trinidad and Tobago - Company Register;;;;;
;;;;;;;;;;;;;;;El Salvador - Company Register;;;;;
;;;;;;;;;;;;;;;Latvia - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Trinidad and Tobago - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Guyana - Election Results;;;;;
;;;;;;;;;;;;;;;Denmark - Election Results;;;;;
;;;;;;;;;;;;;;;Guatemala - Government Budget;;;;;
;;;;;;;;;;;;;;;Sweden - Government Budget;;;;;
;;;;;;;;;;;;;;;Belarus - Government Budget;;;;;
;;;;;;;;;;;;;;;Sweden - Government Budget;;;;;
;;;;;;;;;;;;;;;Tunisia - Government Budget;;;;;
;;;;;;;;;;;;;;;Japan - Government Spending;;;;;
;;;;;;;;;;;;;;;Taiwan - Locations / Zip Codes;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - National Laws;;;;;
;;;;;;;;;;;;;;;New Zealand - National Laws;;;;;
;;;;;;;;;;;;;;;Mexico - National Laws;;;;;
;;;;;;;;;;;;;;;Argentina - National Laws;;;;;
;;;;;;;;;;;;;;;New Zealand - National Maps;;;;;
;;;;;;;;;;;;;;;Norway - National Statistics;;;;;
;;;;;;;;;;;;;;;Nepal - National Statistics;;;;;
;;;;;;;;;;;;;;;Czechia - National Statistics;;;;;
;;;;;;;;;;;;;;;Nepal - National Statistics;;;;;
;;;;;;;;;;;;;;;Australia - National Statistics;;;;;
;;;;;;;;;;;;;;;Canada - National Statistics;;;;;
;;;;;;;;;;;;;;;Poland - National Statistics;;;;;
;;;;;;;;;;;;;;;Jamaica - National Statistics;;;;;
;;;;;;;;;;;;;;;Croatia - National Statistics;;;;;
;;;;;;;;;;;;;;;Pakistan - National Statistics;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - National Statistics;;;;;
;;;;;;;;;;;;;;;Singapore - National Statistics;;;;;
;;;;;;;;;;;;;;;Norway - National Statistics;;;;;
;;;;;;;;;;;;;;;Iran - National Statistics;;;;;
;;;;;;;;;;;;;;;Nepal - National Statistics;;;;;
;;;;;;;;;;;;;;;Botswana - National Statistics;;;;;
;;;;;;;;;;;;;;;Saint Lucia - Procurement;;;;;
;;;;;;;;;;;;;;;Costa Rica - Procurement;;;;;
;;;;;;;;;;;;;;;Montenegro - Procurement;;;;;
;;;;;;;;;;;;;;;Australia - Procurement;;;;;
;;;;;;;;;;;;;;;Taiwan - Water Quality;;;;;
;;;;;;;;;;;;;;;Mexico - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Costa Rica - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Peru - Air Quality;;;;;
;;;;;;;;;;;;;;;Iran - Air Quality;;;;;
;;;;;;;;;;;;;;;Kenya - Company Register;;;;;
;;;;;;;;;;;;;;;Latvia - Company Register;;;;;
;;;;;;;;;;;;;;;Pakistan - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Bulgaria - Draft Legislation;;;;;
;;;;;;;;;;;;;;;New Zealand - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Kenya - Government Budget;;;;;
;;;;;;;;;;;;;;;Iran - Government Budget;;;;;
;;;;;;;;;;;;;;;Afghanistan - Government Budget;;;;;
;;;;;;;;;;;;;;;Latvia - Government Budget;;;;;
;;;;;;;;;;;;;;;Mexico - Government Budget;;;;;
;;;;;;;;;;;;;;;Bhutan - Government Budget;;;;;
;;;;;;;;;;;;;;;Bosnia and Herzegovina - Government Budget;;;;;
;;;;;;;;;;;;;;;Bangladesh - Land Ownership;;;;;
;;;;;;;;;;;;;;;Iran - National Laws;;;;;
;;;;;;;;;;;;;;;Bolivia - National Laws;;;;;
;;;;;;;;;;;;;;;Iran - National Laws;;;;;
;;;;;;;;;;;;;;;Japan - National Maps;;;;;
;;;;;;;;;;;;;;;Denmark - National Maps;;;;;
;;;;;;;;;;;;;;;Norway - National Statistics;;;;;
;;;;;;;;;;;;;;;Antigua and Barbuda - National Statistics;;;;;
;;;;;;;;;;;;;;;Russian Federation - National Statistics;;;;;
;;;;;;;;;;;;;;;Montenegro - National Statistics;;;;;
;;;;;;;;;;;;;;;Finland - National Statistics;;;;;
;;;;;;;;;;;;;;;Russian Federation - Procurement;;;;;
;;;;;;;;;;;;;;;Slovakia - Procurement;;;;;
;;;;;;;;;;;;;;;Indonesia - Procurement;;;;;
;;;;;;;;;;;;;;;Indonesia - Procurement;;;;;
;;;;;;;;;;;;;;;Israel - Procurement;;;;;
;;;;;;;;;;;;;;;Australia - Water Quality;;;;;
;;;;;;;;;;;;;;;Norway - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Serbia - Weather Forecast;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Lig'Air Open Data*;;;;;
;;;;;;;;;;;;;;;France - GéoBretagne;;;;;
;;;;;;;;;;;;;;;Poland - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Philippines - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Taiwan - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Latvia - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Costa Rica - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Trinidad and Tobago - Administrative Boundaries;;;;;
;;;;;;;;;;;;;;;Austria - Air Quality;;;;;
;;;;;;;;;;;;;;;New Zealand - Air Quality;;;;;
;;;;;;;;;;;;;;;Uruguay - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Kenya - Government Budget;;;;;
;;;;;;;;;;;;;;;China, Hong Kong Special Administrative Region - Government Budget;;;;;
;;;;;;;;;;;;;;;Argentina - Government Budget;;;;;
;;;;;;;;;;;;;;;Dominican Republic - Government Budget;;;;;
;;;;;;;;;;;;;;;Guatemala - Government Spending;;;;;
;;;;;;;;;;;;;;;Greece - Government Spending;;;;;
;;;;;;;;;;;;;;;United Kingdom of Great Britain and Northern Ireland - Land Ownership;;;;;
;;;;;;;;;;;;;;;Peru - Locations / Zip Codes;;;;;
;;;;;;;;;;;;;;;Saint Lucia - National Laws;;;;;
;;;;;;;;;;;;;;;Costa Rica - National Laws;;;;;
;;;;;;;;;;;;;;;Chile - National Maps;;;;;
;;;;;;;;;;;;;;;Paraguay - National Statistics;;;;;
;;;;;;;;;;;;;;;Japan - National Statistics;;;;;
;;;;;;;;;;;;;;;New Zealand - National Statistics;;;;;
;;;;;;;;;;;;;;;Portugal - National Statistics;;;;;
;;;;;;;;;;;;;;;Guyana - National Statistics;;;;;
;;;;;;;;;;;;;;;India - National Statistics;;;;;
;;;;;;;;;;;;;;;Argentina - National Statistics;;;;;
;;;;;;;;;;;;;;;Romania - National Statistics;;;;;
;;;;;;;;;;;;;;;Bulgaria - National Statistics;;;;;
;;;;;;;;;;;;;;;Bosnia and Herzegovina - National Statistics;;;;;
;;;;;;;;;;;;;;;Latvia - National Statistics;;;;;
;;;;;;;;;;;;;;;Mozambique - National Statistics;;;;;
;;;;;;;;;;;;;;;Portugal - National Statistics;;;;;
;;;;;;;;;;;;;;;United States of America - National Statistics;;;;;
;;;;;;;;;;;;;;;Belgium - National Statistics;;;;;
;;;;;;;;;;;;;;;Taiwan - National Statistics;;;;;
;;;;;;;;;;;;;;;Israel - Procurement;;;;;
;;;;;;;;;;;;;;;Slovenia - Procurement;;;;;
;;;;;;;;;;;;;;;Austria - Procurement;;;;;
;;;;;;;;;;;;;;;Panama - Procurement;;;;;
;;;;;;;;;;;;;;;Switzerland - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Brazil - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Norway - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Peru - Weather Forecast;;;;;
;;;;;;;;;;;;;;;Latvia - Weather Forecast;;;;;
;;;;;;;;;;;;;;;France - Data Chennevières;;;;;
;;;;;;;;;;;;;;;France - Opendata Sète Agglopôle;;;;;
;;;;;;;;;;;;;;;France - Data Sucy en Brie;;;;;
;;;;;;;;;;;;;;;France - Opendata CAVGP;;;;;
;;;;;;;;;;;;;;;France - Data BFC;;;;;
;;;;;;;;;;;;;;;France - IDéO BFC*;;;;;
;;;;;;;;;;;;;;;Mexico - Air Quality;;;;;
;;;;;;;;;;;;;;;Canada - Company Register;;;;;
;;;;;;;;;;;;;;;Jamaica - Company Register;;;;;
;;;;;;;;;;;;;;;Myanmar - Company Register;;;;;
;;;;;;;;;;;;;;;Canada - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Pakistan - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Ukraine - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Costa Rica - Draft Legislation;;;;;
;;;;;;;;;;;;;;;Puerto Rico - Election Results;;;;;
